,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
12001,0.337,Queen,0.382,212533,0.698,0,4b0mX1GtrQLiUW9jpb6Xcx,0.0,5,0.126,-5.772,1,Play The Game - Remastered 2011,48,1980-06-27,0.0321,78.5,0.277,1980
12003,0.188,Queen,0.48,168213,0.6559999999999999,0,6tYYT8zNxkadSCujCdR6Ur,0.0177,4,0.11,-11.352,0,Flash - Single Version,48,1980-12-05,0.118,108.461,0.209,1980
12069,0.0436,The Rolling Stones,0.631,213067,0.932,0,7HKez549fwJQDzx3zLjHKC,0.13699999999999998,5,0.0918,-4.142,1,Start Me Up - Remastered,76,1981-08-24,0.0354,122.429,0.971,1981
12090,0.057,Queen,0.557,209600,0.7609999999999999,0,3lrNq7iGL5r3KS93YiKAbC,0.00109,5,0.5670000000000001,-9.58,1,Don't Stop Me Now,59,1981-10-26,0.16699999999999998,156.442,0.6659999999999999,1981
12091,0.339,Queen,0.564,180067,0.56,0,4mKlzy0qaK1c2Qw5e2VqpF,0.0,10,0.0781,-9.797,1,Killer Queen,59,1981-10-26,0.0423,117.17,0.58,1981
12114,0.507,Queen,0.6809999999999999,122107,0.414,0,0z4ZkIPi5VXJksMtd18seX,0.0,11,0.173,-8.77,0,We Will Rock You,55,1981-10-26,0.0835,81.479,0.557,1981
12131,0.136,Queen,0.493,295960,0.584,0,3CCxL8R4wxfrGKqAmprgQi,0.0,8,0.114,-11.008,1,Somebody To Love,53,1981-10-26,0.0573,110.101,0.361,1981
12151,0.157,The Rolling Stones,0.606,274227,0.794,0,4Wd9pEtEnZNDjgiswGOpJb,0.0406,0,0.568,-6.0420000000000025,1,Waiting On A Friend - Remastered 2009,58,1981-08-24,0.0282,116.93,0.911,1981
12173,0.622,Queen,0.542,174400,0.379,0,4HvtTqt1snMPJ17opOGoJr,0.0,3,0.0667,-10.573,1,Good Old Fashioned Lover Boy,48,1981-10-26,0.0309,96.058,0.422,1981
12188,0.0444,Queen,0.922,215933,0.392,0,5HkFTCxSeJ3kGNyQJbT4rJ,0.165,5,0.123,-12.083,0,Another One Bites The Dust,47,1981-10-26,0.122,109.878,0.7709999999999999,1981
12363,0.308,Queen,0.818,209107,0.399,0,6Re2AwZUVlgBng04BZTauW,0.00253,1,0.18,-9.927,0,Cool Cat - Remastered 2011,50,1982-05-03,0.111,73.765,0.838,1982
12677,0.215,Queen,0.304,261627,0.42,0,3AymrUApW5JKKaNrHQhcBG,0.0,7,0.232,-8.882,1,Thank God It's Christmas - 2011 Remaster,65,1984-02-27,0.0281,86.26899999999998,0.328,1984
12685,0.179,Queen,0.7440000000000001,348227,0.502,0,1HmzAZUvhQLhLo2z3ocpZI,0.000172,5,0.19,-7.705,1,Radio Ga Ga - Remastered 2011,63,1984-02-27,0.0359,112.345,0.655,1984
12689,0.0853,Queen,0.795,258013,0.433,0,7h2yhVxcZOGyQdOwD4Hu8J,0.000284,4,0.0762,-8.927,1,I Want To Break Free - Remastered 2011,62,1984-02-27,0.0324,108.947,0.6,1984
12747,0.0782,Queen,0.875,198773,0.408,0,6NAEpcvbmNdT0cWP3LFDcY,0.000848,4,0.122,-10.507,1,I Want To Break Free - Remastered 2011,53,1984-02-27,0.0376,109.084,0.774,1984
12752,0.151,Queen,0.752,348173,0.375,0,2jAc9KIQ9XoZxkydXh3MVh,0.000481,5,0.14300000000000002,-12.966,1,Radio Ga Ga,52,1984-02-27,0.0358,112.415,0.632,1984
12839,0.16399999999999998,Queen,0.41,266600,0.675,0,2GCFcbxm61rSA8gzsDk6NJ,0.000396,9,0.103,-9.033,1,Hammer To Fall,46,1984-02-27,0.0569,128.495,0.5660000000000001,1984
12851,0.4270000000000001,Queen,0.426,246973,0.599,0,5PTvZMe9mIL0GrRvPBRu6S,0.0,3,0.152,-6.2029999999999985,1,It's A Hard Life - Remastered 2011,46,1984-02-27,0.029,82.31,0.292,1984
13160,0.018000000000000002,Queen,0.6709999999999999,264253,0.775,0,1LFK84nUerBbYfFd1LmnTm,0.00283,9,0.121,-5.8729999999999976,1,A Kind Of Magic - Remastered 2011,51,1986-06-02,0.0354,130.121,0.695,1986
13219,0.033,Queen,0.369,213827,0.88,0,5jNn9QeC5PCZl3t27eusXg,0.0,7,0.317,-5.043,1,Princes Of The Universe - Remastered 2011,47,1986-06-02,0.0857,81.215,0.27,1986
13243,0.0449,Queen,0.46,311027,0.922,0,0xzhryP1AoHUazYdJ5rj3B,0.000252,2,0.34,-7.388,1,One Vision - Remastered 2011,46,1986-06-02,0.264,119.961,0.328,1986
13253,0.0377,Queen,0.442,246907,0.532,0,0SaopEgTo6O5dJoFXBbulL,1.4300000000000005e-05,4,0.336,-7.721,0,Friends Will Be Friends - Remastered 2011,46,1986-06-02,0.0273,75.03399999999998,0.35200000000000004,1986
13739,0.025,Queen,0.414,242093,0.8420000000000001,0,4DtB1PJsbl4KAb2rZVNCUL,2.45e-06,11,0.374,-5.698,0,I Want It All - Remastered 2011,53,1989-05-22,0.0483,92.09,0.392,1989
13758,0.61,The Rolling Stones,0.728,376800,0.6809999999999999,0,75zMKn5euxQdlkZgu4P42J,0.0,9,0.0559,-10.943,1,Sympathy For The Devil,59,1989-08-15,0.221,115.944,0.578,1989
14149,0.414,Queen,0.306,277827,0.6859999999999999,0,3hU637WcAGM5ubSqeaTme5,0.0,11,0.112,-6.928,0,The Show Must Go On - Remastered 2011,55,1991-02-05,0.0347,83.402,0.175,1991
14218,0.317,Queen,0.429,218320,0.789,0,30U2ANWm8iFBRiYX3USS5H,3.4e-05,9,0.128,-4.948,1,Hammer To Fall - Remastered 2011,51,1991-10-28,0.0905,126.746,0.51,1991
15873,0.00171,The Rolling Stones,0.34700000000000003,284893,0.679,0,4EPtqZQeTpMTAzFey8wCIa,0.00477,9,0.158,-11.91,1,2000 Light Years From Home - Remastered 2017 / Stereo,42,1967-12-08,0.0466,122.269,0.275,1967
15896,0.0112,The Beatles,0.386,425653,0.607,0,0aym2LBJBk9DAYuHHutrIl,1.3800000000000007e-05,10,0.08800000000000001,-7.7,1,Hey Jude - Remastered 2015,75,2000-11-13,0.0261,147.207,0.532,2000
15901,0.0303,The Rolling Stones,0.158,444160,0.855,0,7zJobhMVgGeYxGxSPcdw33,0.0219,2,0.708,-7.001,1,2000 Light Years From Home / She’s A Rainbow / Keyboard Duet - Live,28,2020-09-25,0.078,99.535,0.0612,2020
15903,0.00322,The Rolling Stones,0.341,284653,0.706,0,0zZ2zKZLYUuRSF9SSyCjkR,9.89e-05,9,0.115,-10.117,1,2000 Light Years From Home - Mono,21,1967-12-08,0.0627,122.953,0.237,1967
15906,0.386,The Beatles,0.49,145747,0.715,0,4pbG9SUmWIvsROVLF0zF9s,0.0,7,0.311,-5.549,1,I Want To Hold Your Hand - Remastered 2015,72,2000-11-13,0.0476,130.726,0.866,2000
15913,0.00199,The Rolling Stones,0.311,285147,0.63,0,3MB648Hnvl4nPOX6s4nPBF,0.00588,9,0.16699999999999998,-13.638,1,2000 Light Years From Home,21,1969-09-12,0.048,122.135,0.257,1969
15917,0.00425,The Rolling Stones,0.315,284507,0.711,0,0CTwn879aoGEmWYxwECGJj,0.000476,4,0.141,-10.006,0,2000 Light Years From Home - (Original Single Mono Version),19,2004-07-12,0.0683,122.755,0.228,2004
15957,0.00242,The Rolling Stones,0.377,285160,0.623,0,5zZadDbqwrJZ0Pe1YpJ7OM,0.00489,9,0.165,-13.619000000000002,1,2000 Light Years From Home,15,1972-12-11,0.0456,122.428,0.27,1972
15971,0.00436,The Rolling Stones,0.335,284267,0.708,0,4pLKhaFg6QGA4h80BBVJoa,0.00013700000000000002,9,0.123,-9.983,1,2000 Light Years From Home,13,1989-08-15,0.067,122.664,0.251,1989
16009,0.0031,The Rolling Stones,0.335,284560,0.696,0,4G3txOqMyTV6j9HwuY2ygd,0.000181,9,0.117,-10.191,1,2000 Light Years From Home - Mono,12,1966-01-01,0.0647,122.877,0.237,1966
16042,0.26,The Beatles,0.377,140920,0.916,0,6nEkxYIEnrbYH7h1hJ8Xn6,0.0,4,0.07400000000000001,-3.199,0,She Loves You - Mono / Remastered,66,2000-11-13,0.0481,75.533,0.912,2000
17669,0.732,The Rolling Stones,0.409,238133,0.799,0,58TvHfaC4Hvf8IfkxT9BFq,0.765,2,0.644,-4.333,0,100 Years Ago - Remastered,46,1973-08-31,0.0483,124.334,0.624,1973
18071,0.281,Queen,0.588,267480,0.364,0,59rzNNiQISFeH3ktzhyOjr,0.0006309999999999999,11,0.35600000000000004,-8.542,0,One Year Of Love - Remastered 2011,30,1986-06-02,0.0258,110.986,0.124,1986
18135,0.268,Queen,0.569,267680,0.379,0,66Rt7x7gp6Ofr8055bPJjA,0.000291,11,0.364,-8.555,0,One Year Of Love - Remastered 2011,11,2014-01-01,0.0263,110.972,0.117,2014
18151,0.281,Queen,0.588,267480,0.364,0,55lQgs6yDEwSGngP6yfei0,0.0006309999999999999,11,0.35600000000000004,-8.542,0,One Year Of Love - Remastered 2011,8,2011-01-01,0.0258,110.986,0.124,2011
19265,0.00171,The Rolling Stones,0.34700000000000003,284893,0.679,0,4EPtqZQeTpMTAzFey8wCIa,0.00477,9,0.158,-11.91,1,2000 Light Years From Home - Remastered 2017 / Stereo,42,1967-12-08,0.0466,122.269,0.275,1967
27927,0.292,The Beatles,0.526,106400,0.858,0,0KogQrSowDnZoU8GSpaxkj,0.001,9,0.353,-8.533,1,Little Child - Remastered 2009,44,1963-11-22,0.0476,75.596,0.8859999999999999,1963
28139,0.29600000000000004,The Rolling Stones,0.6709999999999999,140400,0.725,0,1FRP8d6l2jm3DS5f78ZrhK,0.00022,2,0.0889,-10.065,1,Route 66,44,1964-04-16,0.065,85.27,0.956,1964
28149,0.343,The Rolling Stones,0.229,172693,0.83,0,4s8wL4SxEmAEd6XO9mi1Pn,0.0,4,0.0712,-7.591,1,Time Is On My Side - Mono Version / Organ Intro,43,1964-10-17,0.139,216.304,0.423,1964
28196,0.00661,The Rolling Stones,0.75,107720,0.826,0,0C7w4XnkIGu11MpNWbiTLB,0.63,4,0.153,-9.992,0,Not Fade Away - Mono Version,39,1964-05-30,0.0472,113.294,0.8959999999999999,1964
28291,0.0576,The Rolling Stones,0.509,245267,0.706,0,3JZllQBsTM6WwoJdzFDLhx,1.69e-06,6,0.516,-9.427,1,Tell Me,38,1964-04-16,0.0843,122.015,0.446,1964
28417,0.0674,The Rolling Stones,0.721,185787,0.4320000000000001,0,3GgpUEdSy8uO58XG35rRho,0.0321,7,0.0971,-11.688,1,Little Red Rooster - Mono Version,46,1965-02-13,0.0411,109.373,0.674,1965
28536,0.182,The Beatles,0.493,147973,0.525,0,7orb0y6ySGdsYZywMoQtsD,4.4e-06,9,0.14800000000000002,-9.289,1,I Want To Tell You - Remastered 2009,51,1966-08-05,0.0315,127.492,0.449,1966
28550,0.16399999999999998,The Beatles,0.394,134267,0.64,0,1ob06Ol8FMIPQgjpg7bMyk,0.139,4,0.153,-8.992,1,Doctor Robert - Remastered 2009,50,1966-08-05,0.0488,164.62599999999995,0.574,1966
28662,0.059,The Rolling Stones,0.465,202120,0.754,0,1Xdhp215nsdETJ17AtC7ve,0.00421,4,0.409,-10.541,0,"Paint It, Black",45,1966-03-28,0.081,158.93,0.635,1966
28710,0.6629999999999999,The Rolling Stones,0.653,336893,0.618,0,5RFYhFsx88Ged9UNmv5ORj,0.0,7,0.134,-10.852,1,Out Of Time,45,1966-04-15,0.0744,126.73,0.705,1966
28734,0.101,The Beatles,0.331,207680,0.521,0,2iIRl5jf9beA2ExZWzn2nt,0.0,11,0.154,-6.221,0,Lucy In The Sky With Diamonds - Remix,47,1967-05-26,0.0379,132.537,0.4320000000000001,1967
28742,0.0308,The Beatles,0.36,122133,0.858,0,6JkioJZkImC4GRzgw5MGMO,0.0115,7,0.845,-6.353,1,Sgt. Pepper's Lonely Hearts Club Band - Remix,47,1967-05-26,0.106,95.302,0.522,1967
28745,0.705,The Rolling Stones,0.562,215920,0.7929999999999999,0,1QLr0zOu6fv5hLEHOwdr21,0.0,7,0.222,-7.774,1,Let's Spend The Night Together,49,1967-01-20,0.0526,140.838,0.57,1967
28751,0.268,The Beatles,0.377,330907,0.453,0,18qhv7DD1sEpgWffovGnhn,0.00014099999999999998,4,0.901,-10.455,0,A Day In The Life - Remix,48,1967-05-26,0.0462,79.935,0.121,1967
28755,0.0907,The Beatles,0.318,207680,0.53,0,5od7xyJpszivAXNkBc5SL8,0.0,2,0.145,-6.521,1,Lucy In The Sky With Diamonds - Remix,44,1967-06-01,0.0369,137.423,0.423,1967
28758,0.00164,The Rolling Stones,0.424,187627,0.555,0,2iZEOHx7XZGZUglo3gI9a7,0.0243,9,0.462,-5.45,1,2000 Man - Remastered 2017 / Stereo,46,1967-12-08,0.0408,122.232,0.31,1967
28760,0.122,The Beatles,0.6729999999999999,165293,0.639,0,08XKCwMrwEAyyfTCTGkkhg,0.0,1,0.22,-6.672999999999999,0,With A Little Help From My Friends - Remix,46,1967-05-26,0.0274,112.311,0.75,1967
28763,0.126,The Beatles,0.643,165293,0.605,0,2YsKxAJKUJx93BKxzQ3RTr,0.0,4,0.262,-6.9979999999999976,1,With A Little Help From My Friends - Remix,44,1967-06-01,0.0295,112.057,0.794,1967
28775,0.0341,The Beatles,0.361,122133,0.857,0,3J2RmOkB4VRBv4N66Nor0y,0.00624,7,0.86,-6.6,1,Sgt. Pepper's Lonely Hearts Club Band - Remix,44,1967-06-01,0.163,95.114,0.523,1967
28779,0.547,The Rolling Stones,0.466,274933,0.81,0,500cBxmsfXyCUB081x39co,0.017,10,0.431,-7.669,1,She’s A Rainbow - Remastered 2017 / Stereo,45,1967-12-08,0.0411,109.16,0.58,1967
28809,0.0148,The Rolling Stones,0.247,170840,0.66,0,4GOpMcPnnF9mtHNYgUPep6,0.000286,9,0.0884,-7.631,1,Citadel - Remastered 2017 / Stereo,43,1967-12-08,0.0369,114.801,0.612,1967
28827,0.258,The Beatles,0.338,330920,0.47,0,5V3HOUIcQTAdUmzHPcfb6F,0.000205,4,0.889,-10.636,0,A Day In The Life - Remix,42,1967-06-01,0.0552,80.72399999999998,0.107,1967
28853,0.0644,The Beatles,0.617,180693,0.5770000000000001,0,7k1gXoiBTddulMBVlKuJIs,0.00157,9,0.106,-5.71,1,Penny Lane - Stereo Mix 2017,42,1967-05-26,0.0388,112.921,0.627,1967
28859,0.0913,The Beatles,0.598,167013,0.551,0,3liuLCzIoOhduPXp8kbHHA,0.0,0,0.0958,-6.909,1,Getting Better - Remix,41,1967-06-01,0.0308,121.959,0.8170000000000001,1967
28867,0.0369,The Beatles,0.624,179147,0.536,0,57YeN4L1zAYvnIlLwL3hp6,0.0028,9,0.108,-7.617000000000001,1,Penny Lane - Stereo Mix 2017,43,1967-06-01,0.042,112.931,0.6409999999999999,1967
28869,0.49,The Beatles,0.6970000000000001,160013,0.294,0,1aIwEwu8BE3s5j7hmvZRt9,0.0,8,0.17,-9.231,1,When I'm Sixty-Four - Remix,40,1967-06-01,0.0644,138.256,0.5710000000000001,1967
28870,0.131,The Beatles,0.59,167253,0.444,0,1GqRv17EiYH30nM3MYE2h5,5.06e-05,0,0.13,-11.472,1,Getting Better,43,1967-05-26,0.0394,121.904,0.718,1967
28875,0.00171,The Rolling Stones,0.34700000000000003,284893,0.679,0,4EPtqZQeTpMTAzFey8wCIa,0.00477,9,0.158,-11.91,1,2000 Light Years From Home - Remastered 2017 / Stereo,42,1967-12-08,0.0466,122.269,0.275,1967
28887,0.0951,The Rolling Stones,0.339,164813,0.29600000000000004,0,4VeenLChnVtXj5ZXPfGUZh,0.0048200000000000005,0,0.121,-12.079,1,She Smiled Sweetly,38,1967-01-20,0.119,191.566,0.224,1967
28893,0.508,The Beatles,0.696,160013,0.308,0,0AvygKcKeMyZlFmDzbqcYK,0.0,8,0.142,-8.956,1,When I'm Sixty-Four - Remix,41,1967-05-26,0.0557,138.425,0.564,1967
28900,0.503,The Beatles,0.405,157960,0.644,0,5L3ltLBs4BQADp6FgEipr7,0.0,0,0.0681,-7.115,0,Fixing A Hole - Remix,39,1967-06-01,0.0495,111.667,0.52,1967
28902,0.879,The Beatles,0.3720000000000001,205840,0.32,0,3mjQT6aE0mvrffreC9OvWa,0.0,0,0.108,-9.724,1,She's Leaving Home - Remix,40,1967-06-01,0.0315,130.97,0.251,1967
28924,0.00624,The Beatles,0.58,165800,0.695,0,3CdDBopz2XipdS5ICzhWHN,0.0,8,0.0857,-5.49,1,Lovely Rita - Remix,38,1967-06-01,0.0252,86.822,0.69,1967
28960,0.769,The Beatles,0.208,502013,0.615,0,5dZ8PeKKZJLIQAWNTdp8WX,0.118,2,0.8240000000000001,-15.297,0,Revolution 9 - Remastered 2009,46,1968-11-22,0.342,91.158,0.101,1968
28980,0.536,The Rolling Stones,0.302,237000,0.275,0,49ScE2M6RIqfeHnnP4v94B,0.00959,9,0.118,-12.281,1,No Expectations - 50th Anniversary Edition,44,1968-12-06,0.0306,182.368,0.293,1968
29064,0.0031,The Rolling Stones,0.349,278013,0.831,0,0mynYmSfl8q2KhjSp96G3w,0.00916,2,0.0882,-6.425,1,Stray Cat Blues - 50th Anniversary Edition,41,1968-12-06,0.0514,104.747,0.428,1968
29106,0.155,The Rolling Stones,0.389,289533,0.777,0,5FTPD9wSP9IjYBeivNE7cU,2.62e-06,4,0.141,-6.534,1,Salt Of The Earth - 50th Anniversary Edition,40,1968-12-06,0.0404,96.902,0.365,1968
29116,0.237,The Rolling Stones,0.41,366880,0.677,0,4FzDrD5KndBVrFaVwZToen,6.44e-06,4,0.0695,-8.984,1,Jigsaw Puzzle - 50th Anniversary Edition,39,1968-12-06,0.0454,113.606,0.769,1968
29119,0.435,The Rolling Stones,0.627,171947,0.597,0,294YjFlURvve9qm23KZCqP,0.00734,1,0.128,-9.095,0,Prodigal Son - 50th Anniversary Edition,39,1968-12-06,0.0558,108.286,0.0938,1968
29164,0.0344,The Beatles,0.4370000000000001,207147,0.669,0,0vCuYbvaN9wd8dA0LZ40i7,0.00395,4,0.34700000000000003,-6.524,1,Oh! Darling - 2019 Mix,50,1969-09-26,0.0395,173.67,0.514,1969
29174,0.0722,The Beatles,0.5870000000000001,130893,0.431,0,2ck8lFrYAch2GPtdhpTHe3,0.0,2,0.561,-9.495,1,All Together Now - Remastered 2009,45,1969-01-17,0.0686,95.937,0.778,1969
29187,0.5329999999999999,The Rolling Stones,0.6459999999999999,270093,0.62,0,14uQWXYRflpBP8J6olZ8mH,0.024,1,0.14800000000000002,-8.468,0,Gimme Shelter - Remastered 2019,45,1969-12-05,0.032,118.579,0.515,1969
29188,0.6409999999999999,The Rolling Stones,0.332,450013,0.652,0,3eA4BsdUxUqiFQMVzJSA5u,6.4e-05,0,0.122,-9.099,1,You Can't Always Get What You Want - Remastered 2019,46,1969-12-05,0.0588,90.184,0.515,1969
29221,4.3e-05,The Beatles,0.39,385013,0.7809999999999999,0,2bQZ9BBhP7vSBiyDz7KXnv,0.412,7,0.1,-7.877999999999999,1,It's All Too Much - Remastered 2009,42,1969-01-17,0.0364,113.511,0.199,1969
29230,0.345,The Beatles,0.4,231213,0.463,0,2Z8cY4QpZTFUZxCQCpvNe1,4.59e-05,7,0.28600000000000003,-8.455,1,All You Need Is Love - Remastered 2009,43,1969-01-17,0.0288,103.103,0.627,1969
29255,0.278,The Rolling Stones,0.371,259107,0.482,0,4GNEqWXhKEoMyL3k5wF0r7,0.00468,10,0.116,-11.795,1,Love In Vain,43,1969-12-05,0.0355,184.36,0.295,1969
29274,0.627,The Rolling Stones,0.531,187467,0.759,0,6zD3VBPn2VNDdmLEg0coPt,7.04e-06,7,0.35100000000000003,-10.992,1,Country Honk,42,1969-12-05,0.0521,120.96,0.888,1969
29280,0.000341,The Beatles,0.175,204493,0.731,0,4phXWLTSlC1BEogSWhJMDD,0.0007509999999999999,9,0.0846,-8.341000000000001,1,Only A Northern Song - Remastered 2009,41,1969-01-17,0.0705,209.242,0.8009999999999999,1969
29302,0.7559999999999999,The Rolling Stones,0.471,170373,0.371,0,2pbHaKsIRuIqjZHCLpyQMv,0.0272,5,0.13699999999999998,-11.123,1,You Got The Silver,42,1969-12-05,0.0423,143.892,0.5429999999999999,1969
29310,0.364,The Rolling Stones,0.5589999999999999,179693,0.718,0,4z7OCDAAIZxfzQ6qyUSx1O,0.0182,7,0.0535,-8.533999999999999,1,Honky Tonk Women - Mono Version,40,1969-09-12,0.0599,120.24,0.965,1969
29316,0.00869,The Rolling Stones,0.6809999999999999,213133,0.633,0,31YMV7aMItO8jzyc10iRrS,0.049,7,0.0848,-9.997,1,Live With Me,41,1969-12-05,0.0352,129.591,0.954,1969
29332,0.472,The Beatles,0.5379999999999999,235000,0.478,0,4OUmlC67FoPLvQNuE5C7kF,0.0,11,0.17,-8.957,0,Dig A Pony - Remastered 2009,50,1970-05-08,0.0388,59.004,0.527,1970
29385,0.24,The Beatles,0.88,152213,0.556,0,5dpRJkvY8oWMQmQbEQTXhO,0.0483,2,0.24,-10.773,1,For You Blue - Remastered 2009,48,1970-05-08,0.0855,128.542,0.955,1970
29397,0.0307,The Beatles,0.5539999999999999,173960,0.828,0,50qHmeex1nPTyQTwBXjSE4,0.0,4,0.907,-6.435,1,One After 909 - Remastered 2009,48,1970-05-08,0.0739,90.95,0.888,1970
29417,0.379,The Beatles,0.516,40040,0.515,0,2VsX1BoWSGiuVXGiFSUr6h,0.0,2,0.103,-12.035,0,Maggie Mae - Remastered 2009,47,1970-05-08,0.215,169.03900000000004,0.524,1970
29431,0.659,The Beatles,0.54,50467,0.489,0,0eRyOunOVBChlXxIvqwOxH,0.0019,5,0.457,-12.276,1,Dig It - Remastered 2009,46,1970-05-08,0.117,157.03,0.67,1970
29535,0.0486,The Rolling Stones,0.456,202107,0.7929999999999999,0,0hBZCHzVNvboVLWS7aNKRO,0.00205,11,0.376,-9.17,0,"Paint It, Black",49,1971-12-20,0.098,158.787,0.615,1971
29539,0.257,The Rolling Stones,0.655,217093,0.972,0,01JYvQ6udfhUw9Jed9EzoK,0.297,7,0.165,-3.502,1,Bitch - 2009 Mix,49,1971-04-23,0.0362,135.922,0.973,1971
29550,0.0142,The Rolling Stones,0.477,236400,0.8420000000000001,0,21ElXnithj4MX8E4rg5lh8,0.106,4,0.271,-7.356,1,19th Nervous Breakdown - Mono Version,49,1971-12-20,0.0371,96.457,0.7959999999999999,1971
29605,0.16399999999999998,The Rolling Stones,0.64,229173,0.8740000000000001,0,34K7nU8EWQIRI93RfqhdRJ,0.00014099999999999998,0,0.0775,-5.772,1,Brown Sugar,48,1971-12-20,0.0317,128.395,0.965,1971
29610,0.221,The Rolling Stones,0.33,232533,0.895,0,1ZS5HBMAmZk3gjFcedts66,0.737,5,0.408,-3.435,1,Sway - 2009 Mix,46,1971-04-23,0.0399,144.945,0.54,1971
29611,0.045,The Rolling Stones,0.5720000000000001,222280,0.909,0,14iX9VztTyg4CuwZ6nVHF7,0.177,3,0.0785,-8.062999999999999,1,Jumpin' Jack Flash - Mono Version,46,1971-12-20,0.0583,137.332,0.635,1971
29662,0.34600000000000003,The Rolling Stones,0.7290000000000001,222747,0.569,0,3BpF6yucdm834NmJGJYZPB,0.0497,6,0.266,-11.452,0,Under My Thumb,44,1971-12-20,0.0367,126.68,0.715,1971
29667,0.561,The Rolling Stones,0.385,347493,0.393,0,6iMqdc7qFspNW9Y5wnQP8d,0.0013800000000000002,7,0.101,-7.874,1,Wild Horses - Acoustic Version,50,1971-04-23,0.0258,147.665,0.17800000000000002,1971
29668,0.0943,The Rolling Stones,0.395,331627,0.579,0,1XaL1OWGibGlPqLUW9MnCX,0.0925,9,0.17600000000000002,-7.565,0,Sister Morphine - 2009 Mix,45,1971-04-23,0.0341,90.443,0.218,1971
29672,0.467,The Rolling Stones,0.442,233693,0.382,0,6WvgizUMVUdPksmm7BMfnm,0.0216,7,0.121,-5.295,1,I Got The Blues - 2009 Mix,46,1971-04-23,0.0317,119.947,0.199,1971
29674,0.8190000000000001,The Rolling Stones,0.506,196773,0.552,0,2EV1QIypzlJcynYfZZZaJ5,1.85e-06,0,0.183,-10.814,1,Ruby Tuesday,45,1971-12-20,0.0295,104.513,0.4920000000000001,1971
29707,0.014,The Rolling Stones,0.56,195213,0.762,0,51jnsY9d9kPv1sGw82L6Fe,0.0118,0,0.199,-10.043,1,Street Fighting Man,41,1971-12-20,0.0312,127.922,0.7759999999999999,1971
29709,0.639,The Rolling Stones,0.315,449000,0.637,0,7xfQK99r2yHvI3b1sBtPMF,3.3799999999999995e-05,0,0.123,-9.615,1,You Can't Always Get What You Want,41,1971-12-20,0.0676,84.79899999999998,0.494,1971
29712,0.0183,The Rolling Stones,0.569,175267,0.89,0,2I7EpohQiVFfSESd6rf0Lq,0.413,4,0.059,-8.193999999999999,1,Get Off Of My Cloud - Mono Version,40,1971-12-20,0.0589,126.291,0.901,1971
29713,0.226,The Rolling Stones,0.562,133320,0.423,0,2vZ9MSGgRlbbQaZEScckw9,5.31e-05,2,0.158,-9.447,1,Play With Fire - Mono Version,42,1971-12-20,0.0259,108.614,0.097,1971
29717,0.7240000000000001,The Rolling Stones,0.439,152107,0.422,0,4uhJps8XVlPZbdI5ZArAUO,0.203,0,0.152,-8.384,1,You Gotta Move - 2009 Mix,44,1971-04-23,0.0312,70.283,0.564,1971
29817,0.118,The Rolling Stones,0.5479999999999999,143293,0.952,0,0SojSZcka4j8l8Sl0W9jUZ,0.8370000000000001,2,0.301,-2.958,1,Rip This Joint,44,1972-05-12,0.0422,98.04,0.906,1972
29843,0.636,The Rolling Stones,0.471,264267,0.843,0,05BcisbhFsmVpTZ0kGD7gK,0.0402,7,0.773,-5.702000000000001,1,Loving Cup,43,1972-05-12,0.041,156.695,0.632,1972
29845,0.664,The Rolling Stones,0.454,257240,0.7659999999999999,0,5SiCTf5r1cVjQXAXB2StpS,0.904,2,0.594,-3.862,1,Torn And Frayed,43,1972-05-12,0.0272,90.677,0.7759999999999999,1972
29859,0.8690000000000001,The Rolling Stones,0.35200000000000004,317173,0.6559999999999999,0,2u63axjx9VKmFfQNqmpi8a,0.8,5,0.221,-5.721,1,Let It Loose,43,1972-05-12,0.0289,76.12100000000002,0.363,1972
29866,0.6,The Rolling Stones,0.618,204573,0.6779999999999999,0,74mpiRPDd2rFeBR1Yl60I3,0.723,0,0.501,-5.199,1,Ventilator Blues,44,1972-05-12,0.0316,133.453,0.79,1972
29872,0.361,The Rolling Stones,0.555,184627,0.897,0,0rucXTNGt4BHpAjNR5d0UF,0.94,4,0.536,-3.469,1,Happy,42,1972-05-12,0.0293,131.71200000000002,0.965,1972
29892,0.69,The Rolling Stones,0.374,179000,0.787,0,3u28KPrRmJiNC39Fm3tZVe,0.831,2,0.203,-7.0539999999999985,1,Shake Your Hips,43,1972-05-12,0.0617,180.496,0.763,1972
29915,0.39,The Rolling Stones,0.519,229493,0.973,0,5GHKbjIY0gTCqoY5aruDDc,0.978,7,0.784,-3.044,1,All Down The Line,41,1972-05-12,0.0562,140.221,0.8220000000000001,1972
29916,0.65,The Rolling Stones,0.498,177667,0.728,0,60OdLDvZpHe4kVDYwNtYh9,0.000172,7,0.114,-7.387,1,Sweet Black Angel,42,1972-05-12,0.0373,174.33,0.609,1972
29986,0.00279,Queen,0.261,383920,0.787,0,5o6VEJfhYj9Ubp73tmwl6t,0.0626,2,0.17800000000000002,-7.227,1,Liar - Remastered 2011,42,1973-07-13,0.212,149.084,0.267,1973
